name,category,lat,long,img,description
фабрика маяк,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.33036,43.99287,,
Часовня в честь Святого благоверного князя Александра Невского,"religion,other_temples,interesting_places",56.329834,43.998638,,
Георгиевская церковь,"religion,other_temples,interesting_places",56.042023,45.04446,,
Римско-Католический приход Успения Пресвятой Девы Марии,"religion,churches,interesting_places,catholic_churches",56.317863,44.001068,,
Лестница,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.316624,43.994617,,
Институт социологии РАН. Приволжский филиал,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.319332,43.999382,,
Дом Культуры имени Я.М. Свердлова,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.322304,44.001038,,
Районный Дом Культуры,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.043842,45.0415,,
Строитель,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.044956,45.038452,,
Колокольный корпус,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.041691,45.043354,,
Особняк Грузинского,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",56.043362,45.041557,,
Вознесенская церковь,"religion,cathedrals,interesting_places",56.042149,45.043606,,
Мир,"cultural,cinemas,theatres_and_entertainments,interesting_places",56.241177,43.859341,,
Орлёнок,"cultural,cinemas,theatres_and_entertainments,interesting_places",56.318707,43.995972,,
Ярмарочная водозаборная станция,"architecture,historic_architecture,interesting_places,destroyed_objects",56.334633,43.974262,,
Штофф,"architecture,historic_architecture,interesting_places,shops,conveniences,tourist_facilities,other_buildings_and_structures",56.038776,45.045616,,
"Памятное место, где стоял дом, в котором родился и с 1905 по 1941 год жил Герой Советского Союза А.В. Тюрин (Деушиха)","historic_architecture,architecture,interesting_places,other_buildings_and_structures",56.957798,43.34304,,
Лев,"cultural,urban_environment,interesting_places,sculptures",55.315331,42.184086,,
Памятник П. С. Кирцову,"historic,monuments_and_memorials,interesting_places,monuments",55.315933,42.180088,,
Церковь Николая Чудотворца,"religion,churches,interesting_places,other_churches",55.246609,41.97049,,
Часовня Георгия Победоносца,"religion,churches,interesting_places,other_churches",55.293587,42.046093,,
Самолёт,"historic,monuments_and_memorials,interesting_places,monuments",55.326435,42.059063,,
Дом Молитвы,"religion,other_temples,interesting_places",55.321777,42.124191,,
Первый в СССР крупнопанельный дом,"other,unclassified_objects,interesting_places,tourist_object",55.324986,42.163975,,
Лев,"cultural,urban_environment,interesting_places,sculptures",55.315365,42.183846,,
Выксунь вверх!,"other,unclassified_objects,interesting_places,tourist_object",55.314537,42.184742,,
Времена года,"cultural,urban_environment,interesting_places,sculptures",55.316051,42.184223,,
Памятник В.И.Ленину,"historic,monuments_and_memorials,interesting_places,monuments",55.31797,42.170002,,
Дом Рунтов,"other,unclassified_objects,interesting_places,tourist_object",55.316727,42.175331,,
Про.Елка,"cultural,urban_environment,interesting_places,installation",55.317474,42.181713,,
Памятник семи расстрелянным коммунарам,"cultural,urban_environment,interesting_places,sculptures",55.316582,42.184505,,
Памятник Ленину,"historic,monuments_and_memorials,interesting_places,monuments",55.317524,42.179939,,
Бронетехника,"historic,monuments_and_memorials,interesting_places,monuments",55.336937,42.156223,,
вантовый мост,"view_points,other,interesting_places",55.61739,42.069359,,
"""Орлёнок"" Слава ВЛКСМ","historic,monuments_and_memorials,interesting_places,monuments",55.548378,42.182453,,
"""Три штыка""","historic,monuments_and_memorials,interesting_places,monuments",55.553444,42.182648,,
Волосовская стоянка. Каменный век.,"architecture,historic_architecture,interesting_places,destroyed_objects",55.612095,42.155739,,
Памятник В.И. Ленину,"historic,monuments_and_memorials,interesting_places,monuments",55.544109,42.188717,,
Клуб,"cultural,cinemas,theatres_and_entertainments,interesting_places",54.627075,44.559292,,
Ленин,"historic,monuments_and_memorials,interesting_places,monuments",54.530567,44.830914,,
Храм Казанской иконы Божией Матери,"religion,other_temples,interesting_places",54.685036,44.860649,,
Памятник Ленину,"historic,monuments_and_memorials,interesting_places,monuments",54.888977,42.759823,,
Крест,"religion,other_temples,interesting_places",54.891823,42.803711,,
Молитвенный камень,"religion,other_temples,interesting_places",55.030983,42.87933,,
Курихинский Знаменский монастырь,"religion,monasteries,interesting_places",55.033985,42.888432,,
Паровоз на узкоколейке,"other,unclassified_objects,interesting_places,tourist_object",55.241154,42.206364,,
Единорог,"cultural,urban_environment,interesting_places,installation",55.320946,42.189426,,
Колокольня,"architecture,towers,interesting_places,other_towers",55.324863,42.207748,,
Обелиск на месте бывшей деревни Сарма,"historic,monuments_and_memorials,interesting_places,monuments",55.261387,42.498562,,
